axe,Mois,Année,Service,gare de départ,gare d'arrivée,Durée moyenne prévue du trajet (min),Nbre de circulations programmées sur la relation considérée dans le mois ,Nbre de circulations assurées sur la relation considérée dans le mois,Nbre de trains annulés au cours du mois,% mensuel de trains annulés,Commentaire trains annulés,Nbre total de trains en retard au départ pour le mois,% mensuel de trains en retard au départ,Retard moyen mensuel des trains au départ (min),% moyen de retard au départ des trains sur les 6 derniers mois,Retard moyen des trains au départ sur les 6 derniers mois (min),% moyen de retard au départ des trains sur les 12 derniers mois,Retard moyen des trains au départ sur les 12 derniers mois (min),Commentaire trais en retard au départ,Nbre total de trains en retard à l'arrivée,% mensuel de trains en retard à l'arrivée,Retard moyen mensuel des trains à l'arrivée (min),% moyen de trains en retard à l'arrivée sur les 6 derniers mois,Retard moyen des trains à l'arrivée sur les 6 derniers mois (min),% moyen de trains en retard à l'arrivée sur les 12 derniers mois,Retard moyen des trains à l'arrivée sur les 12 derniers mois (min),Commentaire trains en retard à l'arrivée,Retard moyen mensuel des trains au départ p/r à l'ensemble des trains (min),Retard moyen mensuel des trains à l'arrivée p/r à l'ensemble des trains (min),"% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.)","% trains en retard à cause infrastructure ferroviaire (maintenance, travaux)","% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux)",% trains en retard à cause matériel roulant,% trains en retard à cause gestion en gare et réutilisation de matériel,"% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Nombre trains en retard > 15min,Retard moyen trains en retard > 15min,Nombre trains en retard > 30min,Nombre trains en retard > 60min
,3,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,108,108,0,,,13,,11,,,,,,10,,23,,,,,,1,3,0,0.2,0.30000000000000004,0.30000000000000004,0,0.2,6,3,2,0
Sud-Est,4,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,170,108,107,1,,,14,,270,,,,,,6,,38,,,,,,35,3,0.17,0.33,0,0.33,0.17,0,4,3,3,1
Sud-Est,5,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,119,113,6,,,39,,149,,,,,,12,,65,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,51,7,0.58,0.08,0.08,0.17,0.09,0,11,69,7,6
Sud-Est,6,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,117,110,7,,,50,,154,,,,,,18,,29,,,,,,70,6,0.17,0.33,0.22,0.17,0.06,0.05,12,37,4,2
Sud-Est,7,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,123,116,7,0,,54,,78,,,,,,23,,28,,,,,,35,6,0.22,0.30000000000000004,0.35,0,0.13,0,11,46,6,2
Sud-Est,8,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,111,111,0,0,,44,,57,,,,,,5,,47,,,,,,21,2,0.2,0.2,0.4,0.2,0,0,5,47,2,2
,9,2018,TGV,ST MALO,PARIS MONTPARNASSE,174,90,90,0,,,4,,10,,,,,,5,,13,,,,,,1,3,0,0,0.25,0.25,0.5,0,1,3,0,0
,10,2018,TGV,ST MALO,PARIS MONTPARNASSE,175,92,90,2,,,11,,17,,,,,,12,,29,,,,,,2,6,0,0.17,0.08,0.42,0.25,0.08,10,6,3,1
,11,2018,TGV,ST MALO,PARIS MONTPARNASSE,170,73,72,1,,,11,,3,,,,,,11,,27,,,,,,1,6,0.09,0.46,0.18,0.18,0,0.09,7,6,3,1
,12,2018,TGV,ST MALO,PARIS MONTPARNASSE,169,77,77,0,,,9,,2,,,,,,8,,29,,,,,,0,5,0.17,0.5,0.17,0,0,0.16,6,5,2,1
,1,2019,TGV,ST MALO,PARIS MONTPARNASSE,165,92,89,3,,,5,,21,,,,,,14,,46,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 26 : la présence sur les voies de manifestants de gilets en gare de Rennes ( 6 TGV pour 232' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues). ",1,8,0.36,0.28,0.18,0.09,0.09,0,10,8,6,3
,2,2019,TGV,ST MALO,PARIS MONTPARNASSE,162,85,83,2,,,1,,9,,,,,,7,,38,,,,,,0,5,0.17,0.33,0,0.5,0,0,4,5,3,2
,3,2019,TGV,ST MALO,PARIS MONTPARNASSE,161,91,91,0,,,6,,12,,,,,,15,,28,,,,,,1,6,0.2,0.27,0.06,0.4,0,0.07,11,6,6,0
Atlantique,4,2019,TGV,ST MALO,PARIS MONTPARNASSE,160,85,85,0,,,51,,2,,,,,,10,,29,,,,,,1,5,0.33,0.22,0.12,0.33,0,0,9,5,3,1
Atlantique,5,2019,TGV,ST MALO,PARIS MONTPARNASSE,158,87,87,0,,,81,,2,,,,,,5,,43,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1 : des manifestants gilets jaunes en gare de Brest  (5 TGV impactés pour 122 minutes perdues) et une défaillance matériel en gare de Rennes (5 TGV impactés pour 132 minutes perdues), 
- le 9 : un dérangement d'installation entre Massy et Valenton (16 TGV impactés pour 1041 minutes perdues),
- le 14 : une défaillance matériel d'un TGV sur la Ligne à Grande Vitesse Atlantique (14 TGV impactés pour 285 minutes perdues),
- le 20 : un heurt de chevreuil sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 568 minutes perdues) et un TGV heurte un bélier vers Plouaret (3 TGV impactés pour 75 minutes perdues), 
- le 22 : un défaut d'alimentation électrique entre Rennes et Redon (15 TGV impactés pour 604 minutes perdues), 
- le 23 : une restitution tardive de travaux sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 911 minutes perdues), 
- le 29 : deux bagages abandonnés dans un TGV à Montpellier (3 TGV impactés pour 339 minutes perdues).",1,3,0.2,0.4,0,0,0,0.4,2,89,1,1
Atlantique,6,2019,TGV,ST MALO,PARIS MONTPARNASSE,164,84,84,0,,,75,,2,,,,,,11,,24,,,,,,1,5,0.09,0.18,0.27,0.46,0,0,4,46,2,2
Atlantique,7,2019,TGV,ST MALO,PARIS MONTPARNASSE,172,114,114,0,0,,101,,2,,,,,,15,,21,,,,,,2,4,0.15,0.15,0.23,0.39,0,0.08,8,28,2,0
Atlantique,8,2019,TGV,ST MALO,PARIS MONTPARNASSE,173,111,111,0,0,,76,,2,,,,,,10,,22,,,,,,1,3,0.30000000000000004,0.2,0,0.30000000000000004,0.1,0.1,7,27,3,0
,9,2018,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,67,389,389,0,,,185,,6,,,,,,99,,14,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un rail cassé à l'entré de Paris-Montparnasse  nécessitant une limitation de vitesse sur la zone (60 TGV retardés pour 648 minutes perdues),
- le 12 : une  aiguille défaillante à l'entrée de Paris-Montparnasse  nécessitant une limitation de vitesse (44 TGV retardés pour  364 minutes perdues) , 
- le 19 : un incident caténaire dans le tunnel de Massy (28 TGV pour 613 minutes perdues),  
- le 25 : un décontrôle d'aiguille vers St-Pierre-des-Corps empêche la circulation des TGV de la ligne à grande vitesse Atlantique vers la ligne à grande vitesse St-Pierre-des-Corps - Bordeaux ( 16 TGV pour 387 minutes perdues),  
- le 26 : un bagage abandonné dans un TGV à Paris-Montparnasse impose un périmètre de sécurité sur plusieurs voies de départ (11 TGV pour 174 minutes perdues), 
- le 27 : une défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (25 TGV pour 602 minutes perdues) et un dérangement des installations vers Maillé, entre St-Pierre-des-Corps et Poitiers (9 TGV pour 171 minutes perdues).",3,4,0.08,0.32,0.38,0.14,0.06,0.02,18,4,9,2
,10,2018,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,67,390,390,0,,,244,,7,,,,,,150,,14,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 9 : une restitution tardive de travaux  à St-Pierre-des-Corps (13 TGV retardés pour 101 minutes perdues),
- le 10 : une défaillance électrique entre Massy et Marcoussis (23 TGV retardés pour  308 minutes perdues) , 
- le 11 : une restitution tardive de travaux suite à la panne d'un train de travaux sur la ligne à grande vitesse Atlantique (21 TGV pour 431 minutes perdues),  
- le 15 : une personne dans les voies à St-Cyr  du Gaultsur la ligne à grande vitesse Atlantique nécessite l'interruption des circulations ( 32 TGV pour 620 minutes perdues),  
- le 23 : une  défaillance matériel d'un TGV entre Poitiers et Angoulême (16 TGV pour 131 minutes perdues),
- le 24 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (40 TGV pour 1025 minutes perdues). ",5,6,0.1,0.4,0.32,0.1,0.05,0.03,40,6,8,1
,11,2018,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,64,393,384,9,,,201,,8,,,,,,118,,16,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 5 : un choc anormal sur la ligne à grande vitesse Atlantique (29 TGV retardés pour 746 minutes perdues),
- le 6 : la panne d'un train de marchandises à St-Pierre-des-Corps (12 TGV retardés pour 434 minutes perdues),
- le 9 : le heurt d'un animal entre Angoulême et Poitiers (9 TGV retardés pour 577 minutes perdues), 
- le 13 : des tirs de projectiles à l'entré de Paris-Montparnasse nécessitant l'interruption des circulations (13 TGV retardés pour 572 minutes perdues), 
- le 14 : la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV retardés pour 319 minutes perdues), 
- le 21 : une fuite de matières dangereuses sur un train de marchandises à Angoulême entraînant l'interruption des circulations (9 TGV retardés pour 294 minutes perdues), 
- le 30 : un incident caténaire sur la ligne à grande vitesse Atlantique (40 TGV pour 1041 minutes perdues) et l'incendie d'un camion citerne avec un risque d'explosion à proximité de la ligne à grande vitesse Atlantique (25 TGV retardés pour 829 minutes perdues).",4,5,0.13,0.22,0.32,0.18,0.03,0.12,38,5,15,5
,12,2018,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62,410,409,1,,,189,,6,,,,,,104,,15,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un dérangement d'installation sur la ligne à grande vitesse Atlantique (22 TGV impactés pour 466 minutes perdues),
- le 7 : un dérangement d'installation à l'entrée de Paris-Montparnasse (43 TGV impactés pour  655 minutes perdues), 
- le 15 : une fuite de matières dangereuses sur un train de marchandises au nord d'Angoulême - 8 TGV impactés pour 129' perdues.
- le 18 : un incident caténaire à l'entrée de Paris-Montparnasse (79 TGV impactés pour 1034 minutes perdues),
- le 25 : un heurt de sanglier sur la ligne à grande vitesse Atlantique (29 TGV impactés pour 2082 minutes perdues), 
- le 31 : une panne d'un TGV sur la ligne à grande vitesse Atlantique (7 TGV impactés pour 87 minutes perdues).",3,4,0.13,0.27,0.37,0.15,0,0.08,27,4,11,3
,1,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62,434,432,2,,,159,,9,,,,,,81,,28,,,,,,4,6,0.28,0.26,0.2,0.18,0.02,0.06,24,6,19,12
,2,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62,376,373,3,,,132,,8,,,,,,71,,18,,,,,,3,4,0.24,0.11,0.33,0.16,0.07,0.09,23,4,8,2
,3,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62,432,428,4,,,140,,9,,,,,,94,,22,,,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : les vents violents imposent des limitations de vitesse (27 TGV impactés pour 221 minutes perdues) et la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues), 
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues), 
- le 25 : l'envahissement des voies à Vendôme par les salariés d'Arjowiggins (56 TGV impactés pour 4488 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues),
- le 27 : la défaillance matériel d'un TGV vers Vendôme (14 TGV impactés pour 320 minutes perdues). ",3,5,0.271,0.305,0.153,0.169,0.034,0.068,31,5,18,6
Atlantique,4,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62,411,410,1,,,144,,5,,,,,,66,,15,,,,,,2,3,0.13,0.19,0.28,0.26,0.04,0.1,20,3,8,0
Atlantique,5,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62,430,430,0,,,352,,3,,,,,,54,,15,,,,,,2,2,0.12,0.32,0.32,0.12,0.02,0.1,19,29,5,2
Atlantique,6,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,68,411,407,4,,,351,,6,,,,,,138,,28,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues). ",5,12,0.15,0.33,0.25,0.09,0.03,0.15,67,65,39,17
Atlantique,7,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,68,427,427,0,0,,378,,3,,,,,,93,,17,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1er : la panne d'un TER à l'entrée de Paris-Montparnasse (7 TGV impactés pour 269 minutes perdues), 
- le 3 : un bagage abandonné dans un TGV impose un arrêt exceptionnel à Massy TGV pour l'intervention des équipes de déminage (26 TGV impactés pour 256 minutes perdues),
- le 8 : un incident électrique au sud de Bordeaux (26 TGV impactés pour 3352 minutes perdues),
- le 15 : un heurt de chevreuil sur la ligne à grande vitesse Atlantiqe (25 TGV impactés pour 1009 minutes perdues),
- le 19 : un heurt de chevreuil entre Angoulême et Poitiers (7 TGV impactés pour 390 minutes perdues),
- le 22 : des limitations de vitesse imposées par les fortes chaleurs en Nouvelle Aquitaine (14 TGV impactés pour 365 minutes perdues),
- le 23 : des limitations de vitesse imposées par les fortes chaleurs en Nouvelle Aquitaine (38 TGV impactés pour 1087 minutes perdues)  et plusieurs départs de feux déclanchés par un train de marchandises au sud de Bordeaux (7 TGV impactés pour 1601 minutes perdues),
- le 28 : un défaut technique sur la voie sur la ligne à grande vitesse Atlantique (45 TGV impactés pour 1217 minutes perdues).",3,4,0.18,0.15,0.35,0.12,0.02,0.18,28,36,11,2
Atlantique,8,2019,TGV,ST PIERRE DES CORPS,PARIS MONTPARNASSE,68,398,398,0,0,,337,,3,,,,,,65,,14,,,,,,2,3,0.11,0.29,0.26,0.2,0.03,0.11,18,27,5,1
,9,2018,TGV,STRASBOURG,NANTES,289,39,39,0,,,3,,3,,,,,,10,,31,,,,,,0,9,0.4,0.2,0.30000000000000004,0,0,0.1,10,9,2,1
,10,2018,TGV,STRASBOURG,NANTES,288,38,38,0,,,11,,2,,,,,,9,,31,,,,,"02/10 : 5488→ Incident caténaire (6’)
05/10 : 5488→Affluence voyageurs à Lorraine (26‘)
09/10 : 5488→Retard autre réseau (25‘)
11/10 : 5488→Retard autre réseau (30‘)
12/10 : 5488→Heurt animal à Noyen (22‘) + Dérangement installation à Reims (33’) + 5487→Colis suspect à Roissy (19’) 
15/10 : 5488→ Personne dans les voies à Voivres + incident porte (23’) 
16/10 : 5488→Retard autre réseau (15’)
19/10 : 5488→Contrôle PAF à FB (9’)
21/10 : 5488→ 1 BM isolé (22’)
25/10 : 5488→ Détection incendie à Beuvardes (33’)
28/10 : 5488→ Choc animal à Voivres (21’) + Attente service voyageur à Lorraine (15’)
30/10 : 5488→1 BM isolé (21’)
31/10 : 5488→ Attente ADC + soin matériel roulant (26‘)",0,10,0.22,0.34,0.11,0.22,0,0.11,9,10,4,0
,11,2018,TGV,STRASBOURG,NANTES,285,39,38,1,,,7,,6,,,,,,8,,33,,,,,"09/11 : 5488→Csq problème de frein à Tours (11’)
12/11 : 5488→Csq défaut alimentation caténaire (44’)
15/11 : 5488→Rétention suite problème de bagage abandonné (32’)
16/11 : 5488→Csq colis suspect sur 9894 (65‘)
21/11 : 5488→Pb essai freins après la coupe à CGV suite problème sur un bloc moteur (30‘)
22/11 : 5488→Csq dépannage à quai à SG (11‘)
23/11 : 5488→Csq affluence voyageurs à CGV (10’)
29/11 : 5488→Pb de rampe en gare d’Angers (11‘)",1,8,0.43,0.14,0.29,0.14,0,0,8,8,5,0
,12,2018,TGV,STRASBOURG,NANTES,293,43,43,0,,,8,,4,,,,,,5,,70,,,,,"05/12 : 5488→  Non-respect marche tracée (17’) 07/12 : 5488→ Absence tension en ligne à CGV (201’) + 5487→ Traversées de voies à Antony (93’)
23/12 : 5488→ Signal d’alarme (29‘)
24/12 : 5487→ Moutons sur les voies à Noyen (24‘)",1,10,0.4,0,0.4,0.2,0,0,5,10,2,2
,1,2019,TGV,STRASBOURG,NANTES,295,43,43,0,,,10,,17,,,,,,10,,54,,,,,"Csq collisions animaux (4 TGV impactés pour 82’, 74’, 8’ et 24’)Alerte à la bombe en gare de Strasbourg (2 TGV impactés pour 18’ et 31’)
Obstacles sur les voies suite à personne dans les voies ainsi que suspicion de heurt (2 TGV pour 41’ et 10’)
Csq défaut technique sur matériel roulant du à BM isolé et demande de secours (2 TGV impactés pour 62’ et 18’)
Csq Arrêt exceptionnel suite intervention pompier (1 TGV impacté pour 13’)
Attente matériel suite remaniement rame à Strasbourg pour porte HS (1 TGV pour 26’)",4,14,0.6000000000000001,0,0.1,0.30000000000000004,0,0,10,14,7,4
,2,2019,TGV,STRASBOURG,NANTES,295,40,40,0,,,11,,8,,,,,,13,,26,,,,,"Attente exécution du service voyageur (intervention police, affluence voyageur), 3 trains impactés  Attente matériel et dédoublement du 5488 à SG et à MLV, 2 trains impactés Soin matériel roulant (signal d’alarme, pb essais ADC, pb fermeture portes, application guide), 7 TGV impactés 
Personnes aux abords des voies, 2 TGV impactés ",2,10,0.25,0,0.58,0.17,0,0,13,10,2,0
,3,2019,TGV,STRASBOURG,NANTES,295,44,44,0,,,15,,11,,,,,,5,,76,,,,,"Dérangements des systèmes informatiques : 2 TGV impactés
Dérangements d’installation : décontrôle aiguille + défaut de disjoncteur : 2 TGV pour retard moyen de 31’Incident lié aux portes : transbordement le 23/03 : 2 TGV impactés pour 17’ en moyenne
Heurt d’un lorry le 12/03 (99’)
5488 retardé suite à  pb de tension le 28/03 (97’)
Absence tension en ligne sur 5488 le 10/03 (89’)
Csq valise abandonnée le 27 pour 16’ de retard",4,10,0,0.4,0.2,0.4,0,0,5,10,4,4
Est,4,2019,TGV,STRASBOURG,NANTES,295,55,53,2,,,21,,4,,,,,,6,,32,,,,,,2,6,0.2,0.2,0.2,0.4,0,0,6,6,3,0
Est,5,2019,TGV,STRASBOURG,NANTES,295,56,56,0,,,33,,2,,,,,,3,,42,,,,,"2 attentes de matériel le 3 et le 29 pour 10 minutes de retard à chaque fois.
Heurt de chevreuil à plusieurs reprises le 5, le 15 et le 20, pour 20 minutes de retard moyen.
Talonnage de l'aiguille suite à l'intervention de l'équipe SE le 9, impact sur 5487 pour 140 minutes de retard.
Déclenchements DCV, circulation  détournés et rétention à Massy, 5488 et 5487 impactés pour 69 et 31 minutes. 
Alarme DBC le 12 pour 14 minutes de retard sur le 5488. ",1,4,0,0.34,0.33,0.33,0,0,3,42,3,1
Est,6,2019,TGV,STRASBOURG,NANTES,295,58,58,0,,,46,,3,,,,,,16,,40,,,,,"Plusieurs défauts d’alimentation : Csq sur 5487 de perte d’alimentation électrique à Yerre (59 minutes de retard), pb caténaire au Mans le 08 (impact 5487 pour 29 minutes), incident caténaire à St Cyr le 11 qui impacte le 5487 et 5488 pour 179 et 59 minutes de retard et pb d’alimentation à SPDC le 27 impactant le 5488 (13 minutes). 
Divers dérangements d’installations : Décontrole d’aiguille le 03, dérangement de zone à Le Porage le 25 et pb de tension à Chauconin, intervalle en non libération au Mans.
Absence de contrôle des aiguilles à Choisy.
Soin matériel roulant sur 5488 les 19 et 27 juin. 
1 alerte à la bombe le 02 a retardé le 5487 de 43 minutes, 1 pb d’accès PSH a retardé le 5488 le 17.
Un raté d’ouverture PN le 03 ainsi qu’un espacement volontaire du conducteur le 26, ont impacté le 5488 de 11 et 16 minutes. ",2,13,0.13,0.44,0.31,0,0.12,0,16,40,8,2
Est,7,2019,TGV,STRASBOURG,NANTES,293,49,49,0,0,,23,,1,,,,,,6,,23,,,,,,0,5,0,0.33,0.5,0.17,0,0,6,23,1,0
Est,8,2019,TGV,STRASBOURG,NANTES,293,61,53,8,0,,36,,2,,,,,,4,,39,,,,,,1,6,0,0.25,0.25,0.5,0,0,4,39,1,1
,9,2018,TGV,STRASBOURG,PARIS EST,113,466,466,0,,,219,,8,,,,,,64,,22,,,,,"02-sept : 5488→Attente correspondance à Marne (16’) + Retard sur un autre réseau (10’)
03-sept : 5488→Intervention police à Forbach (6’)
04-sept : 5488→Intervention pompier à Roissy (10’) 07-sept : 5488→Pb Galite (15’)
13-sept : 5488→Colis abandonné à Lorraine (27’)
17-sept : 5488→Attente service voyageur à Massy (6’) + Dérangement sémaphore (6’)
19-sept : 5488→Signal alarme tiré au départ de Marne (26’) + ralentissement forfaitaire (8’)
20-sept : 5488→Colis suspect à Marne (90’)
21-sept : 5488→Saturation gare de marne (7’) + retard sur un autre réseau (19’)
23-sept : 5488→Retard sur un autre réseau (11’) + Intervention police à Massy (18’)
25-sept : 5488→Dégagement de fumée à Sablé (13’)
26-sept : 5488→Personne sur les voies à Angers (45‘)
27-sept : 5488→Pb radio en gare du Mans (18‘) + Mauvais PAD à LEW (10’)
28-sept : 5488→Perte de temps en ligne sans raison particulière (10’)
30-sept : 5488→Retard sur un autre réseau (6’)",4,4,0.23,0.08,0.26,0.25,0.05,0.13,36,4,10,3
,10,2018,TGV,STRASBOURG,PARIS EST,113,472,472,0,,,238,,8,,,,,,71,,26,,,,,,4,5,0.17,0.09,0.18,0.33,0.03,0.2,42,5,20,6
